 -0.084742  0.063215  0.010064   0.049426  -0.040655   0.015396    161.629926
  0.240392 -0.341828  0.074523  -1.030220   0.801049   0.193086    539.534171
 -0.299415  0.144942  0.028483   0.004640  -0.212105   0.023655    627.479998
  0.183447  0.097918 -0.117510  -0.413049   0.167565  -0.209133    977.483014
  0.980859  0.156204 -0.205922  -1.770125   1.220042  -1.619020   1017.573080
  0.907309 -0.353043 -0.337980  -0.592935   1.909029   0.578257   1236.355580
 -0.182037  0.384826 -0.077851   1.180627  -0.422621   0.361054   1369.234940
  0.621335  0.472697  0.611468  -0.458695   0.833912  -0.193313   1572.463530
  2.164054  1.549007  0.940358   2.353590   0.680346   1.326146   1759.671580
  0.340614  0.235888  0.164830  -0.448821   0.266383  -0.802975   2891.902020
  0.107496 -1.211098 -1.655947  -1.298782  -0.331663  -1.322787   3477.204620
  0.013946 -0.416611 -0.675806   0.493368  -0.184662   0.534237   3619.872240
