 -0.702477 -0.479047 -0.501444 -0.484263 -0.381477 -0.050113          289.626315
 -0.000412 -0.000411 -0.000150 -0.000203 -0.000384 -0.000207          361.763877
 -0.117673 -0.485877 -0.503405 -0.195173  0.363775  0.097636          394.340177
  0.002926  0.014938  0.015171  0.006078 -0.011697 -0.003013          395.213357
 -1.008674  0.405416  0.145917  0.378920 -1.201070 -0.053135          403.492890
  0.000373  0.000047  0.000231 -0.000133  0.000052 -0.000048          412.093990
 -0.425385 -1.227218 -0.181799  0.424645 -0.958561 -1.269448          467.349528
 -0.000538 -0.000315 -0.000218 -0.000266 -0.000628  0.000031          501.454512
  0.315132 -0.432141  0.262883  0.492491 -0.318186 -0.754832          520.172348
  0.001530  0.000981  0.000695  0.000793  0.002597 -0.000132          621.244681
 -0.050306 -0.024893  0.067371 -0.053277  0.005624  0.048100          632.114771
  0.165109  0.092299  0.050464  0.015455  0.210912  0.093640          697.812805
  0.000334  0.000222  0.000103  0.000177  0.000783 -0.000093          702.534545
 -0.226226 -1.799560  0.292347 -0.193663  0.025005 -1.286054          732.845376
 -0.000009  0.000081  0.000013  0.000002 -0.000079  0.000069          785.505015
 -0.000075  0.000036 -0.000078 -0.000074 -0.000477  0.000345          800.611838
  0.183800 -0.716136  0.214583  0.187048  0.901212 -0.012246          822.054403
 -0.000057  0.000205 -0.000026 -0.000016  0.000093 -0.000363          832.526536
 -0.004508  1.063039  0.446066  0.479183  0.257743  1.154688          880.622544
  0.000042 -0.000100 -0.000023 -0.000023  0.000040 -0.000042          915.242957
  0.000038  0.000058  0.000018  0.000012  0.000046  0.000056          927.150142
  0.061723  0.858222 -0.027056  0.123143 -0.116360  0.696075          943.595600
  0.000122  0.000624 -0.000070  0.000035  0.000179  0.000124          944.184406
  0.000113 -0.000124  0.000056  0.000026  0.000208 -0.000071          983.858926
 -0.092903 -0.100115 -0.024850 -0.070141 -0.065713 -0.056348          992.905676
 -1.149905 -1.670231  0.102192 -0.350435 -0.836772 -1.227411         1046.893220
  0.085379  0.066527  0.023828 -0.082834  0.005455 -0.041164         1097.722830
  0.133900  0.089460 -0.007085 -0.262777 -0.331570 -0.418397         1155.810920
 -0.193700 -0.206596  0.050702  0.166520 -0.078312 -0.076735         1170.027850
 -0.259138 -0.321889  0.089628 -0.354970 -0.481803 -0.524042         1207.261540
  0.227765  0.166978  0.189662  0.080045  0.098171  0.071545         1283.752810
 -0.401163 -0.243993 -0.146304  0.253185  0.185642  0.349429         1294.123390
 -0.125231  0.339573 -0.027380 -0.322784 -0.343327  0.141851         1308.120390
 -0.151345 -0.092494 -0.036552 -0.301259 -0.342614 -0.247617         1313.368110
  0.482048  0.471429  0.002019  0.078489  0.420344  0.385180         1316.528360
 -0.065189 -0.152161  0.028994  0.127481 -0.018864 -0.089285         1381.864610
  0.000237  0.000683  0.000208  0.000188 -0.000237  0.000858         1425.761190
 -0.142532 -0.306696 -0.053339 -0.054496 -0.050626 -0.163994         1432.716620
 -0.225488 -0.251553 -0.043122 -0.038699 -0.014355 -0.006885         1443.179470
 -0.133220 -0.134255  0.005212 -0.056236  0.015832  0.051599         1510.682450
  1.261007  1.032402  0.373695  0.225166  0.392488  0.181066         1575.682220
  0.738429  0.460419  0.048422 -0.075043  0.168565  0.002952         1579.829840
 -0.364782 -0.250612 -0.035993 -0.788720 -1.125712 -1.076615         1626.532340
 -0.727023  0.332433 -0.140416  0.098338 -0.667903  0.108988         1662.916540
 -0.014533 -0.051723 -0.028585 -0.019111 -0.001048 -0.025126         3005.172490
  0.055104  0.040762  0.048551  0.028019  0.012973  0.006059         3087.199970
  0.019628 -0.036397 -0.011784 -0.009082  0.024514 -0.021125         3104.213700
  0.000007 -0.000002 -0.000006 -0.000004  0.000037 -0.000012         3110.426830
  0.023348  0.027402  0.017037  0.003373 -0.020084 -0.016945         3119.057790
 -0.002695 -0.004511  0.008287  0.029678  0.037074  0.038383         3123.863400
 -0.009627 -0.006515  0.007227  0.039044  0.036785  0.034136         3138.800550
  0.005989  0.005330 -0.010684 -0.045311 -0.066351 -0.060319         3150.095570
 -0.052868 -0.029919  0.017549 -0.000993 -0.062275 -0.025505         3155.958410
  0.036188  0.036668 -0.010699  0.022522  0.013630  0.018579         3684.656430
