 -0.000215  0.000014  0.000658  0.001340 -0.001664  0.000281  0.000404  0.000540  0.000176 -0.000271      54.677811
  0.000270  0.000140  0.000120 -0.001193  0.001677 -0.000091  0.000295  0.000534  0.000297 -0.000199     128.883255
  0.788996 -0.339025  0.910777  1.200587  0.034291  0.034519  1.329035 -0.205237  0.309126  2.441090     161.834624
  0.000325  0.000036  0.000010 -0.000382  0.000015  0.001045  0.000186  0.000234  0.000316  0.000028     180.174112
  1.182583 -0.272375 -0.540785 -1.148769  0.719847  0.160065 -2.893256 -0.775064 -0.867609 -0.264220     181.779534
 -0.001366  0.000843  0.001185  0.000149 -0.014435  0.014702  0.001023  0.000222  0.000311 -0.000759     217.208164
 -0.000040  0.000065 -0.000003  0.000647 -0.000659  0.000144 -0.000113  0.000099  0.000062  0.000047     461.135694
  0.000010 -0.000011  0.000023  0.000321  0.000074 -0.000326 -0.000043 -0.000129 -0.000101  0.000007     489.207974
 -0.247580 -0.978129 -0.444157  0.359291  0.784832  0.730356  0.161007  0.559965  0.046494 -1.369649     602.965373
  0.000075 -0.000237 -0.000079  0.000005  0.002177 -0.002153 -0.000011  0.000023 -0.000032  0.000214     638.349482
  0.000021  0.000095  0.000009 -0.000058 -0.000042  0.000044 -0.000005 -0.000062 -0.000042  0.000100     829.069604
 -0.000000 -0.000064 -0.000029  0.000212 -0.000253  0.000008 -0.000060 -0.000053 -0.000022 -0.000081     836.997480
  0.000003 -0.000082  0.000027  0.000007 -0.000015 -0.000036 -0.000001  0.000010 -0.000036 -0.000139    1012.158540
  0.000002 -0.000050  0.000025 -0.000038  0.000038  0.000010  0.000022 -0.000009 -0.000013 -0.000041    1027.179610
 -0.000326  0.000001  0.000223 -0.000137 -0.002357  0.002267  0.000103 -0.000010 -0.000061  0.000048    1073.503280
  0.950284 -0.204971  0.988895  0.800713  1.064951  1.071010  0.839943  1.001801  0.671349 -0.543396    1085.653370
 -0.000318 -0.000008  0.000284 -0.000122 -0.001472  0.001456  0.000145  0.000039 -0.000078  0.000034    1313.714850
  0.802192 -0.136741  0.777772  1.057344  1.461489  1.447614  1.033586  1.277803  0.825523 -0.580897    1330.982470
 -0.000080 -0.000059 -0.000540 -0.000361  0.000810 -0.002393 -0.000503 -0.000668 -0.000473  0.000233    1383.139950
  0.420924 -0.059797  0.400877  0.501231  0.968730  0.960857  0.482246  0.787137  0.615815 -0.126076    1383.836100
 -0.719952 -0.508739 -0.703760 -0.673477 -0.619255 -0.611606 -0.658204 -0.590362 -0.544911 -0.590695    1589.336710
  0.000095  0.000131  0.000176  0.000046 -0.000107  0.000305  0.000145  0.000116  0.000069  0.000082    1596.831710
 -0.814848 -0.529976 -0.804006 -1.111359 -0.358302 -0.350053 -1.100865 -0.216740 -0.274302 -0.523677    1705.806410
  0.000037  0.000013 -0.000111  0.000100  0.001290 -0.001297 -0.000081 -0.000019  0.000006 -0.000047    1718.243740
 -0.000024  0.000077 -0.000098 -0.000051  0.000183 -0.000321 -0.000091 -0.000058 -0.000028 -0.000008    2923.144870
  0.177213 -0.178721  0.174516  0.202532  0.221085  0.220304  0.201015  0.168706  0.092651 -0.169073    2929.652630
 -0.212597  0.005627 -0.231579 -0.364288 -0.009275 -0.011563 -0.384462  0.060419  0.000602  0.133572    3113.164430
 -0.000232  0.000056  0.000055 -0.000121 -0.001802  0.001805 -0.000055  0.000019  0.000014 -0.000007    3154.927610
 -0.030220  1.033484 -0.035775 -0.030503 -0.001665 -0.003348 -0.035992  0.148311  0.453797  1.281709    3589.634110
 -0.002103  0.072043 -0.002487 -0.002129 -0.000203 -0.000128 -0.002504  0.010369  0.031750  0.089865    3589.650710
