      0.000030    100.694102
     -0.000005    144.252797
     -0.000000    230.239005
      0.000007    253.063565
     -1.772632    340.359243
      0.573808    435.969412
     -0.000000    530.513926
     -0.000000    597.644376
      0.000001    685.078911
     -0.000000    866.272570
      0.000004    880.185610
     -0.000000    887.402085
     -0.265197    921.380595
      0.000003    927.894141
     -0.000001    955.931338
     -0.000000    985.997400
      0.000003   1019.754780
      0.000000   1135.563490
      0.524679   1189.979600
      0.000000   1244.198900
      0.668877   1274.396320
     -0.000002   1287.026260
     -0.078740   1290.315460
     -0.056324   1391.745970
      0.000000   1423.855490
      0.082114   1578.427680
     -0.284450   1623.889980
     -0.000008   1627.116690
     -0.057075   3044.881960
      0.000004   3047.333070
     -0.016197   3056.773350
      0.000000   3061.533040
     -0.000492   3065.896560
      0.026917   3065.919530
      0.022923   3154.661890
     -0.001023   3154.672200
