  0.004416  0.000622 -0.000594  0.001448 -0.000106  0.001752    271.627157
 -0.607386  0.602301  0.059768 -0.646850 -0.023168 -0.546553    574.502902
  0.003308 -0.004595  0.000051  0.001133 -0.001462 -0.004545    639.379266
 -0.003031  0.008374  0.000400  0.000857  0.003892  0.003070   1059.490430
 -0.518475  0.146067  0.313370  0.516275  0.146556 -0.033006   1067.293420
 -0.817036  0.580616  0.273813 -0.334655  0.365765 -0.001692   1283.024330
  0.277464 -0.583501 -0.860651  0.071792 -0.544678 -0.161674   1427.144440
 -0.389699  0.121150  0.225318 -0.012653  0.056901 -0.042620   1626.185870
 -1.653003 -0.723267 -0.813352 -0.414856 -0.661633 -0.948806   1818.510230
 -0.214976 -0.049089  0.188390  0.123153 -0.056466 -0.101318   2981.402190
 -0.070740  0.208536  0.283708  0.421887  0.086293  0.071805   3607.008200
 -0.011018  0.180978 -0.158864 -0.115168  0.059397  0.021749   3743.339860
