     -0.000000     93.541366
     -0.000000    124.463616
     -0.000000    235.341572
     -0.000000    239.023019
     -0.000000    273.631031
     -0.000000    388.573759
     -0.000000    394.096558
      0.493010    398.868365
     -0.000000    485.888016
     -0.000000    488.792942
     -0.000000    508.108126
     -0.000000    534.405653
     -0.000000    590.656690
     -0.000000    617.799410
     -0.119997    642.181718
     -0.000000    661.489957
     -0.000000    746.077701
     -0.000000    759.380489
      0.142916    766.591019
     -0.000000    775.675149
     -0.000000    783.380723
     -0.000000    825.751553
     -0.000000    851.367117
     -0.000000    871.722125
     -0.000000    893.019902
     -0.000000    917.539052
     -0.000000    919.908210
     -0.000000    927.473923
     -0.000000    957.875515
     -0.000000    962.845718
     -0.000000    989.356269
     -0.000000    990.853509
     -0.000000   1035.797180
      0.084435   1040.004140
     -0.000000   1134.448630
     -0.000000   1174.959630
     -0.000000   1181.517880
     -0.232664   1199.499300
     -0.000000   1200.013440
     -0.000000   1222.832070
     -0.000000   1297.774630
      0.317045   1303.232540
     -0.000000   1307.273600
     -0.000000   1348.177340
     -0.000000   1393.318580
     -0.000000   1427.571930
      0.000000   1433.548690
     -0.539658   1444.772380
     -0.000000   1500.435550
     -0.000000   1500.780370
     -0.052913   1534.644960
      0.000000   1596.814370
      0.518834   1609.727880
     -0.000000   1640.446370
     -0.000000   1684.687120
     -0.000000   1687.867090
     -0.000000   3172.804110
      0.003349   3174.602980
     -0.000000   3177.706670
     -0.000000   3178.487110
     -0.000000   3181.889500
      0.006390   3183.393200
     -0.000000   3195.995930
     -0.000000   3196.288730
     -0.000000   3208.608930
     -0.017399   3209.151820
