      0.0000	  1.0000E+00
      0.0000	  9.9834E-01
      0.0000	  9.9649E-01
      0.0000	  9.9445E-01
      0.0000	  9.9222E-01
      0.0000	  9.8979E-01
      0.0000	  9.8718E-01
      0.0000	  9.8438E-01
      0.0000	  9.8140E-01
      0.0000	  9.7824E-01
      0.0000	  9.7490E-01
      0.0000	  9.7138E-01
      0.0000	  9.6769E-01
      0.0000	  9.6384E-01
      0.0000	  9.5981E-01
      0.0000	  9.5563E-01
      0.0000	  9.5128E-01
      0.0000	  9.4678E-01
      0.0000	  9.4213E-01
      0.0000	  9.3733E-01
      0.0000	  9.3239E-01
      0.0000	  9.2731E-01
      0.0000	  9.2210E-01
      0.0000	  9.1676E-01
      0.0000	  9.1129E-01
      0.0000	  9.0571E-01
      0.0000	  9.0001E-01
      0.0000	  8.9420E-01
      0.0000	  8.8828E-01
      0.0000	  8.8226E-01
      0.0000	  8.7615E-01
      0.0000	  8.6995E-01
      0.0000	  8.6366E-01
      0.0000	  8.5729E-01
      0.0000	  8.5085E-01
      0.0000	  8.4433E-01
      0.0000	  8.3776E-01
      0.0000	  8.3112E-01
      0.0000	  8.2442E-01
      0.0000	  8.1768E-01
      0.0000	  8.1089E-01
      0.0000	  8.0406E-01
      0.0000	  7.9720E-01
      0.0000	  7.9030E-01
      0.0000	  7.8338E-01
      0.0000	  7.7644E-01
      0.0000	  7.6948E-01
      0.0000	  7.6251E-01
      0.0000	  7.5553E-01
      0.0000	  7.4855E-01
      0.0000	  7.4157E-01
      0.0000	  7.3460E-01
      0.0000	  7.2763E-01
      0.0000	  7.2068E-01
      0.0000	  7.1374E-01
      0.0000	  7.0683E-01
      0.0000	  6.9994E-01
      0.0000	  6.9308E-01
      0.0000	  6.8625E-01
      0.0000	  6.7945E-01
      0.0000	  6.7269E-01
      0.0000	  6.6597E-01
      0.0000	  6.5930E-01
      0.0000	  6.5268E-01
      0.0000	  6.4610E-01
      0.0000	  6.3958E-01
      0.0000	  6.3311E-01
      0.0000	  6.2670E-01
      0.0000	  6.2034E-01
      0.0000	  6.1405E-01
      0.0000	  6.0783E-01
      0.0000	  6.0167E-01
      0.0000	  5.9557E-01
      0.0000	  5.8955E-01
      0.0000	  5.8360E-01
