      1          6           0        0.000000    3.660546    0.713278
      2          6           0        0.000000    3.660546   -0.713278
      3          6           0        0.000000    2.479518   -1.407225
      4          6           0        0.000000    1.223854   -0.722557
      5          6           0        0.000000    2.479518    1.407225
      6          6           0        0.000000    1.223854    0.722557
      7          6           0        0.000000    0.000000   -1.403592
      8          6           0        0.000000   -1.223854   -0.722557
      9          6           0        0.000000    0.000000    1.403592
     10          6           0        0.000000   -1.223854    0.722557
     11          6           0        0.000000   -2.479518   -1.407225
     12          6           0        0.000000   -3.660546   -0.713278
     13          6           0        0.000000   -3.660546    0.713278
     14          6           0        0.000000   -2.479518    1.407225
     15          1           0        0.000000    4.607435    1.246428
     16          1           0        0.000000    4.607435   -1.246428
     17          1           0        0.000000    2.476408   -2.494786
     18          1           0        0.000000    2.476408    2.494786
     19          1           0        0.000000    0.000000   -2.491957
     20          1           0        0.000000    0.000000    2.491957
     21          1           0        0.000000   -2.476408   -2.494786
     22          1           0        0.000000   -4.607435   -1.246428
     23          1           0        0.000000   -4.607435    1.246428
     24          1           0        0.000000   -2.476408    2.494786
